review,rating,date,bank,source,sentiment_label,sentiment_score,cleaned_review,lemmatized,topic,theme
very good thanks for services,1,2025-06-30,CBE,Google Play Store,POSITIVE,0.9998341798782348,very good thanks for services,good thank service,4,App Performance (Speed & Quality)
good!,5,2025-06-29,CBE,Google Play Store,POSITIVE,0.9998268485069276,good,good,4,App Performance (Speed & Quality)
i like this app bcz of this is very simple and easy to use,5,2025-06-29,CBE,Google Play Store,POSITIVE,0.9989296793937684,i like this app bcz of this is very simple and easy to use,like app bcz simple easy use,3,Highly Positive Feedback & Brand Perception
this application not working properly and payment service and transfer money please fix dear bank developer it's more boring service now,3,2025-06-29,CBE,Google Play Store,NEGATIVE,0.9997767806053162,this application not working properly and payment service and transfer money please fix dear bank developer its more boring service now,application work properly payment service transfer money fix dear bank developer boring service,0,App Malfunction & Technical Bugs
for the frist use the app is perfect but soon it begins to change the speed the massages and cost an arm and leg,1,2025-06-28,CBE,Google Play Store,NEGATIVE,0.9887598752975464,for the frist use the app is perfect but soon it begins to change the speed the massages and cost an arm and leg,frist use app perfect soon begin change speed massage cost arm leg,2,"User Experience, Features & Security"
"trasaction history needs to be more detailed,",3,2025-06-28,CBE,Google Play Store,NEGATIVE,0.9986841082572936,trasaction history needs to be more detailed,trasaction history need detailed,1,Transaction & Service Reliability Issues
safe secure fast,5,2025-06-28,CBE,Google Play Store,POSITIVE,0.9997405409812928,safe secure fast,safe secure fast,2,"User Experience, Features & Security"
atashkabte,1,2025-06-28,CBE,Google Play Store,POSITIVE,0.892349123954773,atashkabte,atashkabte,0,App Malfunction & Technical Bugs
best mobile banking app,5,2025-06-26,CBE,Google Play Store,POSITIVE,0.9997095465660096,best mobile banking app,good mobile banking app,4,App Performance (Speed & Quality)
this app has a problem,1,2025-06-26,CBE,Google Play Store,NEGATIVE,0.9987542629241944,this app has a problem,app problem,1,Transaction & Service Reliability Issues
best of all,5,2025-06-26,CBE,Google Play Store,POSITIVE,0.9997443556785583,best of all,good,4,App Performance (Speed & Quality)
excellent services,5,2025-06-26,CBE,Google Play Store,POSITIVE,0.9998639822006226,excellent services,excellent service,2,"User Experience, Features & Security"
"i'll give 5 stars when the app has the function to see more than just a couple of transactions. right now, you can not even go back one month and see prior transaction. that is a standard banking function that also cbe should have. because of that only 1 start.",1,2025-06-25,CBE,Google Play Store,NEGATIVE,0.9886451959609984,ill give stars when the app has the function to see more than just a couple of transactions right now you can not even go back one month and see prior transaction that is a standard banking function that also cbe should have because of that only start,ill star app function couple transaction right month prior transaction standard banking function cbe start,1,Transaction & Service Reliability Issues
"the most unreliable banking app i ever used, the transactions are stuck halfway and i can't access my money then when you call the call center they ask that you wait 3-5 business days before they return the money what is the point off having a banking app if the transactions are unreliable and incomplete i'd rate less if i could.",1,2025-06-25,CBE,Google Play Store,NEGATIVE,0.999692678451538,the most unreliable banking app i ever used the transactions are stuck halfway and i cant access my money then when you call the call center they ask that you wait business days before they return the money what is the point off having a banking app if the transactions are unreliable and incomplete id rate less if i could,unreliable banking app transaction stick halfway not access money center ask wait business day return money point have banking app transaction unreliable incomplete d rate,0,App Malfunction & Technical Bugs
for no reason my money is gone because the system keeps tell me failed than i tried to many times were my money is nowhere to be gone when i checked my balance i realise the money is gone,1,2025-06-25,CBE,Google Play Store,NEGATIVE,0.9997031092643738,for no reason my money is gone because the system keeps tell me failed than i tried to many times were my money is nowhere to be gone when i checked my balance i realise the money is gone,reason money go system keeps tell fail try time money go check balance realise money go,0,App Malfunction & Technical Bugs
we would appreciate it if the app can allow to take screensshot.,4,2025-06-24,CBE,Google Play Store,NEGATIVE,0.917564332485199,we would appreciate it if the app can allow to take screensshot,appreciate app allow screensshot,1,Transaction & Service Reliability Issues
easy to use and clear.,5,2025-06-23,CBE,Google Play Store,POSITIVE,0.9994879961013794,easy to use and clear,easy use clear,3,Highly Positive Feedback & Brand Perception
easy to use,4,2025-06-23,CBE,Google Play Store,POSITIVE,0.9988542795181274,easy to use,easy use,3,Highly Positive Feedback & Brand Perception
excellence,5,2025-06-23,CBE,Google Play Store,POSITIVE,0.999836564064026,excellence,excellence,0,App Malfunction & Technical Bugs
the best 👌,5,2025-06-22,CBE,Google Play Store,POSITIVE,0.9998503923416138,the best 👌,good,4,App Performance (Speed & Quality)
super 🌟 start,5,2025-06-22,CBE,Google Play Store,POSITIVE,0.9052258133888244,super 🌟 start,super start,3,Highly Positive Feedback & Brand Perception
😲,5,2025-06-21,CBE,Google Play Store,NEGATIVE,0.6970565915107727,😲,,0,App Malfunction & Technical Bugs
it is so god,5,2025-06-21,CBE,Google Play Store,POSITIVE,0.9943652153015136,it is so god,god,0,App Malfunction & Technical Bugs
it's my life,5,2025-06-21,CBE,Google Play Store,POSITIVE,0.9996814727783204,its my life,life,1,Transaction & Service Reliability Issues
great app,5,2025-06-19,CBE,Google Play Store,POSITIVE,0.999821126461029,great app,great app,4,App Performance (Speed & Quality)
sufaa milikesaa,5,2025-06-19,CBE,Google Play Store,NEGATIVE,0.9896273612976074,sufaa milikesaa,sufaa milikesaa,0,App Malfunction & Technical Bugs
"am not able to make screenshot,",1,2025-06-18,CBE,Google Play Store,NEGATIVE,0.999790370464325,am not able to make screenshot,able screenshot,2,"User Experience, Features & Security"
setting ላይ mini statment ብታዘጋጁለት ቴሌብር app ላይ አለ የብዙ ቀን transaction አያሳይም የናንተ ። tnx,4,2025-06-17,CBE,Google Play Store,NEGATIVE,0.9805399775505066,setting ላይ mini statment ብታዘጋጁለት ቴሌብር app ላይ አለ የብዙ ቀን transaction አያሳይም የናንተ ። tnx,set ላይ mini statment ብታዘጋጁለት ቴሌብር app ላይ አለ የብዙ ቀን transaction አያሳይም የናንተ tnx,1,Transaction & Service Reliability Issues
is too good,5,2025-06-17,CBE,Google Play Store,POSITIVE,0.9998205304145812,is too good,good,4,App Performance (Speed & Quality)
ሰላም የምኖረው ውጭ ሀገር ነው የንግድ ባንክ አካውንት አለኝ እንዴት ላንቀሳቅሰው,5,2025-06-16,CBE,Google Play Store,NEGATIVE,0.944585382938385,ሰላም የምኖረው ውጭ ሀገር ነው የንግድ ባንክ አካውንት አለኝ እንዴት ላንቀሳቅሰው,ሰላም የምኖረው ውጭ ሀገር ነው የንግድ ባንክ አካውንት አለኝ እንዴት ላንቀሳቅሰው,4,App Performance (Speed & Quality)
ይህን ባንክ መጠቀም ያስጠላኛል ገንዘቤን ደጋግመው ያዙኝ ብዬ አስባለሁ ይህም ተስፋ አስቆራጭ ስርቆት አስመስሎ መጣ ማለት በሳምንት ሶስት ጊዜ ገንዘቤን ሰረቁኝ ማለት ይጠየቅልኝ,5,2025-06-16,CBE,Google Play Store,NEGATIVE,0.9615163207054138,ይህን ባንክ መጠቀም ያስጠላኛል ገንዘቤን ደጋግመው ያዙኝ ብዬ አስባለሁ ይህም ተስፋ አስቆራጭ ስርቆት አስመስሎ መጣ ማለት በሳምንት ሶስት ጊዜ ገንዘቤን ሰረቁኝ ማለት ይጠየቅልኝ,ይህን ባንክ መጠቀም ያስጠላኛል ገንዘቤን ደጋግመው ያዙኝ ብዬ አስባለሁ ይህም ተስፋ አስቆራጭ ስርቆት አስመስሎ መጣ ማለት በሳምንት ሶስት ጊዜ ገንዘቤን ሰረቁኝ ማለት ይጠየቅልኝ,4,App Performance (Speed & Quality)
"it makes my life easy, and i feel like it deserves a 4-star.",4,2025-06-16,CBE,Google Play Store,POSITIVE,0.9993563294410706,it makes my life easy and i feel like it deserves a star,make life easy feel like deserve star,2,"User Experience, Features & Security"
it's best app but please add(included) water bill payment ?,4,2025-06-16,CBE,Google Play Store,NEGATIVE,0.914364755153656,its best app but please addincluded water bill payment,good app addinclude water bill payment,3,Highly Positive Feedback & Brand Perception
the system works even from wherever i am abroad cbe☆☆☆☆☆,5,2025-06-15,CBE,Google Play Store,POSITIVE,0.994903326034546,the system works even from wherever i am abroad cbe☆☆☆☆☆,system work abroad cbe,0,App Malfunction & Technical Bugs
very nice to use this app,5,2025-06-14,CBE,Google Play Store,POSITIVE,0.9996718168258668,very nice to use this app,nice use app,0,App Malfunction & Technical Bugs
good service and have lightly internet accessed,3,2025-06-14,CBE,Google Play Store,NEGATIVE,0.6808251738548279,good service and have lightly internet accessed,good service lightly internet access,2,"User Experience, Features & Security"
the best mobile banking ever in ethiopia,5,2025-06-13,CBE,Google Play Store,POSITIVE,0.9998283386230468,the best mobile banking ever in ethiopia,good mobile banking ethiopia,4,App Performance (Speed & Quality)
waw,5,2025-06-13,CBE,Google Play Store,NEGATIVE,0.7346178889274597,waw,waw,1,Transaction & Service Reliability Issues
good app fast,5,2025-06-13,CBE,Google Play Store,POSITIVE,0.9998340606689452,good app fast,good app fast,4,App Performance (Speed & Quality)
very good work cbe team well developed,5,2025-06-13,CBE,Google Play Store,POSITIVE,0.9998407363891602,very good work cbe team well developed,good work cbe team develop,0,App Malfunction & Technical Bugs
excellent and easy to access and uptodate.,5,2025-06-12,CBE,Google Play Store,POSITIVE,0.9998615980148317,excellent and easy to access and uptodate,excellent easy access uptodate,2,"User Experience, Features & Security"
best mobile banking app in ethiopian banking industry. keep up cbe,5,2025-06-12,CBE,Google Play Store,POSITIVE,0.9997265934944152,best mobile banking app in ethiopian banking industry keep up cbe,good mobile banking app ethiopian banking industry cbe,4,App Performance (Speed & Quality)
it's very helpful app in any way in and out of the county of ethiopia good luck,5,2025-06-12,CBE,Google Play Store,POSITIVE,0.9995100498199464,its very helpful app in any way in and out of the county of ethiopia good luck,helpful app way county ethiopia good luck,4,App Performance (Speed & Quality)
so bad now and hard to use,5,2025-06-09,CBE,Google Play Store,NEGATIVE,0.999805748462677,so bad now and hard to use,bad hard use,1,Transaction & Service Reliability Issues
"it is so amazing app. but, it is better to update it to access without any internet fees. just make it to open by free internet service when we open data connection.",5,2025-06-09,CBE,Google Play Store,POSITIVE,0.9496427178382874,it is so amazing app but it is better to update it to access without any internet fees just make it to open by free internet service when we open data connection,amazing app well update access internet fee open free internet service open datum connection,1,Transaction & Service Reliability Issues
