review,rating,date,bank,source,sentiment_label,sentiment_score
bring back the screenshot feature.,1,2025-04-05,CBE,Google Play Store,POSITIVE,0.9942916631698608
good!👍,3,2025-04-05,CBE,Google Play Store,POSITIVE,0.9998579025268555
best app to experience him that to smooth transaction among the customers,1,2025-04-05,CBE,Google Play Store,POSITIVE,0.9985142350196838
nice app suitable to use it. the only weak side is it need data connections and hoping will be fixed to offline i gave 4 rate,4,2025-04-05,CBE,Google Play Store,NEGATIVE,0.9551454782485962
"good job to the cbe team on this mobile app! it's designed in a way that's simple and intuitive to navigate, which is great for everyone. it effectively handles the essential banking tasks i need to perform regularly. it's a practical and reliable tool that makes everyday banking much more convenient. thank you for this useful application.",5,2025-04-04,CBE,Google Play Store,POSITIVE,0.9998189806938171
ለኔ በጣም ምርጥ ነው ግን screenshot ማረግ ቢቻል ምርጥ ነበር,5,2025-04-04,CBE,Google Play Store,NEGATIVE,0.881923258304596
before it was smooth and good. this time after the new update in 2025 i can not make screenshot of my recite. even the downlod button is very delayed in putting my recite in my gallery for simple proof. please fix this i am unable to show proof of payment to my clients. thankyou.,3,2025-04-04,CBE,Google Play Store,NEGATIVE,0.9973511695861816
cool ❤,4,2025-04-04,CBE,Google Play Store,POSITIVE,0.9997991919517517
best banking app,4,2025-04-03,CBE,Google Play Store,POSITIVE,0.999736487865448
satisfied,5,2025-04-03,CBE,Google Play Store,POSITIVE,0.9997212290763855
this app is very necessary app many people found it,5,2025-04-03,CBE,Google Play Store,POSITIVE,0.9980692267417908
cbe very active bank i'm using cbe app very very satisfaction,5,2025-04-03,CBE,Google Play Store,POSITIVE,0.989459753036499
it made life alot easier. i cant even imagine having to make all those transactions in person. so this app was crucial for me. very good app. well done.,5,2025-04-03,CBE,Google Play Store,POSITIVE,0.9997400641441345
perfect,5,2025-04-02,CBE,Google Play Store,POSITIVE,0.9998517036437988
good jop,5,2025-11-27,BOA,Google Play Store,POSITIVE,0.9998409748077393
bad exprience...it is so crushed,1,2025-11-27,BOA,Google Play Store,NEGATIVE,0.9998053908348083
not user friendly at all it requires a huge connectivity and also lags many times 😑😑😑,1,2025-11-26,BOA,Google Play Store,NEGATIVE,0.9997656941413879
ምንም የማይ ሰራ,1,2025-11-26,BOA,Google Play Store,NEGATIVE,0.8337252736091614
most of the time is not working properly,1,2025-11-25,BOA,Google Play Store,NEGATIVE,0.9997636675834656
good service,5,2025-11-24,BOA,Google Play Store,POSITIVE,0.9998499155044556
not use for me,3,2025-11-23,BOA,Google Play Store,NEGATIVE,0.9953739047050476
it keeps notifying me to disable developer options and quiet while i'm not enabled. always bring another type of problem with new updates.,1,2025-11-22,BOA,Google Play Store,NEGATIVE,0.9968326687812805
the lag is unbelievable when you need it the most this suks,1,2025-11-19,BOA,Google Play Store,NEGATIVE,0.9983174800872803
i cant belive i could find the worst bank app ever .yet very simple to fix the problem and the company just ignored it. no body can do business with this kind of app.,1,2025-11-18,BOA,Google Play Store,NEGATIVE,0.999693751335144
it is a good app,5,2025-11-18,BOA,Google Play Store,POSITIVE,0.9998643398284912
it is not working at all,1,2025-11-15,BOA,Google Play Store,NEGATIVE,0.9997811913490295
🥰🥰🥰🥰🥰 app is good but i was live in abroad and when i enter my otp code it didnt make me to write my code it the app want it self write thats not fair so please other wise i like it why,5,2025-11-15,BOA,Google Play Store,POSITIVE,0.8251601457595825
when trying to activate the app it keeps on loading on the security questions page. it has been two days,1,2025-11-13,BOA,Google Play Store,NEGATIVE,0.9952510595321655
fast and simple,5,2025-11-11,BOA,Google Play Store,POSITIVE,0.9997392296791077
best of best,5,2025-11-10,BOA,Google Play Store,POSITIVE,0.9997496008872986
worest banking app ever i seen. fake app bad better to leave,1,2025-11-10,BOA,Google Play Store,NEGATIVE,0.9993888139724731
"i would like to share feedback regarding the application. it frequently experiences disruptions and does not function properly, often freezing or failing to load. this issue is affecting workflow and efficiency. kindly review and address this problem to ensure smoother performance.",1,2025-11-08,BOA,Google Play Store,NEGATIVE,0.9947029948234558
meet you genuine.app i tried is not functional.helping.welldoingwith boa ethiopia .fastandrelevant.morconnecting digitalyworld.digitalyworld. thanks.,5,2025-11-08,BOA,Google Play Store,NEGATIVE,0.8848855495452881
"barely works, it always fails to connect",1,2025-11-07,BOA,Google Play Store,NEGATIVE,0.9997532963752747
my fav app,5,2025-11-07,BOA,Google Play Store,POSITIVE,0.9846561551094055
this app launch time is so long also has dozen bugs in addition it's has been long time get update,1,2025-11-05,BOA,Google Play Store,NEGATIVE,0.9977949857711792
"your application is very irritating to use, some functionality doesn't even work like on the card management. you need to do better than this and it good idea to reference other banking applications.",3,2025-11-04,BOA,Google Play Store,NEGATIVE,0.9985816478729248
ወይ አሻሽሉትና እንጠቀምበት ያለያ ብታጠፉት ይሻላል። በቃ ምንም ነገር አይሰራም መተግበሪያ አለን ብላችሁ እንዳታወሩ ለማንም የማይመከር ቀርፋፋና ተግባር የለሽ መተግበሪያ,1,2025-11-01,BOA,Google Play Store,NEGATIVE,0.9608768820762634
i m sorry but it doesn't work for my android it is too slow but other bank are very fast please update,1,2025-10-30,BOA,Google Play Store,NEGATIVE,0.9083430767059326
"the worst app ever,",1,2025-10-30,BOA,Google Play Store,NEGATIVE,0.9997932314872742
better,5,2025-10-29,BOA,Google Play Store,POSITIVE,0.999264657497406
"i kindly request that bank of abyssinia address issues with its mobile app. it is very slow, has numerous problems, and frequently experiences downtime. the user experience is also poor. thank you.",1,2025-10-28,BOA,Google Play Store,NEGATIVE,0.99928218126297
this app can't open? what is problem? please solve my problem?,1,2025-10-27,BOA,Google Play Store,NEGATIVE,0.9996218681335449
kiyaa makonn,5,2025-10-27,BOA,Google Play Store,POSITIVE,0.7175909876823425
very very lazy app,1,2025-10-26,BOA,Google Play Store,NEGATIVE,0.9996856451034546
telebirr remittance,5,2025-10-24,BOA,Google Play Store,NEGATIVE,0.9799609780311584
the best bank in 🇪🇹,5,2025-10-23,BOA,Google Play Store,POSITIVE,0.9998179078102112
its good,5,2025-10-22,BOA,Google Play Store,POSITIVE,0.9998385906219482
the worst app in my financial experience.,1,2025-10-22,BOA,Google Play Store,NEGATIVE,0.9997914433479309
good for mb appliciation,5,2025-10-21,BOA,Google Play Store,POSITIVE,0.9943337440490723
the worst bank ever. slow don't accept dual sim. they are very stupid and greedy,1,2025-10-20,BOA,Google Play Store,NEGATIVE,0.9997623562812805
try to easy network,4,2025-10-17,BOA,Google Play Store,NEGATIVE,0.9987332224845886
hussen hassen umer,5,2025-10-16,BOA,Google Play Store,POSITIVE,0.8681215047836304
"the app is not suitable and lacks a good ui design. as a large bank, you must update your app with a professional ui that is fast and appropriate.",2,2025-10-16,BOA,Google Play Store,NEGATIVE,0.9988431930541992
an exceptional banking app.,5,2025-10-16,BOA,Google Play Store,POSITIVE,0.9997233748435974
alhamdulilah,5,2025-10-11,BOA,Google Play Store,POSITIVE,0.8558264374732971
poor,5,2025-10-11,BOA,Google Play Store,NEGATIVE,0.9997912049293518
from the last week updates the app is not working please check the problems,1,2025-10-08,BOA,Google Play Store,NEGATIVE,0.9996919631958008
it's always crushing,1,2025-10-08,BOA,Google Play Store,NEGATIVE,0.9993805885314941
office branches have to improve their services please,4,2025-10-07,BOA,Google Play Store,POSITIVE,0.6649660468101501
♥️♥️,5,2025-10-05,BOA,Google Play Store,POSITIVE,0.9437572360038757
why does it keep crashing? i can't even use this. boa should do better. you have many customers and how to deal with this. i can't send money now.,1,2025-10-05,BOA,Google Play Store,NEGATIVE,0.9988381266593933
it needs a timely update,5,2025-10-03,BOA,Google Play Store,NEGATIVE,0.9983032941818237
"it does not show the name of the person who sent the money to request a receipt. this has become very difficult for us. when different people transfer the same amount to me from different banks, it is very difficult to identify the account or the name of the sender.",3,2025-10-01,BOA,Google Play Store,NEGATIVE,0.9997054934501648
i can't type my otp on it.,1,2025-10-01,BOA,Google Play Store,NEGATIVE,0.9990899562835693
"most of bank apps in ethiopia are linked with ethiopian phone number, i live in us permanently so when i open boa account, i told them where i live and to link it with email address instead of phone # as ethio phone number is not working where i live, unfortunetly my fear appeared and now when i change my phone device, it send the code to the ethio number which is not with me now. so please when u develop bank apps consider the diaspora community to use ur apps",1,2025-10-01,BOA,Google Play Store,NEGATIVE,0.9977109432220459
jaajja,4,2025-09-30,BOA,Google Play Store,NEGATIVE,0.9872855544090271
i love this bank the best experience ever.,5,2025-09-28,BOA,Google Play Store,POSITIVE,0.9998602867126465
"nothing has been improved, it doesn't work like the previous version.",1,2025-09-25,BOA,Google Play Store,NEGATIVE,0.9997023940086365
easy and fast,5,2025-09-24,BOA,Google Play Store,POSITIVE,0.9995583891868591
mobile banking,5,2025-09-19,BOA,Google Play Store,POSITIVE,0.9076532125473022
"need alot of connection, chooses device, very lug even when there is connection",1,2025-09-17,BOA,Google Play Store,NEGATIVE,0.9918755292892456
on my ios it's perfect but on android it barley works and don't transfer and after a while it crushed and totally stopped working. please fix the issue my beloved bank of abyssinia.,1,2025-09-15,BOA,Google Play Store,NEGATIVE,0.9964402318000793
since the last update i can open the app crashes a lot and omg its being very slow opening and loading,2,2025-09-15,BOA,Google Play Store,NEGATIVE,0.9995414018630981
none,5,2025-09-14,BOA,Google Play Store,NEGATIVE,0.985345721244812
very good app i ever used,5,2025-09-12,BOA,Google Play Store,POSITIVE,0.9998385906219482
its nice app especially the transaction limit is extended but we face that boa m.banking app doesn't respond at the activation stage strictly at smsng mobile phone. please try this to make safe.,4,2025-09-11,BOA,Google Play Store,NEGATIVE,0.9979867935180664
zedo,5,2025-09-10,BOA,Google Play Store,POSITIVE,0.994045615196228
please open my mobile app,5,2025-09-10,BOA,Google Play Store,POSITIVE,0.9873003363609314
it doesn't open,1,2025-09-10,BOA,Google Play Store,NEGATIVE,0.9997527003288269
best banking transaction application in ethiopia !,5,2025-09-05,BOA,Google Play Store,POSITIVE,0.9996905326843262
السلام عليكم ورحمة الله وبركاته ماشاء الله تبارك الرحمن هذا التطبيق ممتاز جدا,5,2025-09-04,BOA,Google Play Store,NEUTRAL,0.5818163156509399
tamaam kamal,1,2025-09-03,BOA,Google Play Store,POSITIVE,0.9918873906135559
በጣም ሐሪፍ,5,2025-09-03,BOA,Google Play Store,NEGATIVE,0.7850590348243713
great 👍,5,2025-09-02,BOA,Google Play Store,POSITIVE,0.9997692704200745
goof,4,2025-09-01,BOA,Google Play Store,NEGATIVE,0.9975278973579407
absiniya banki,5,2025-08-29,BOA,Google Play Store,NEGATIVE,0.9083040952682495
has issue after installation and i think it doesn't work with tecno common 30,1,2025-08-26,BOA,Google Play Store,NEGATIVE,0.9996929168701172
one of the best in this business,5,2025-08-25,BOA,Google Play Store,POSITIVE,0.9998694658279419
besat🥰,5,2025-08-19,BOA,Google Play Store,NEGATIVE,0.6970565915107727
unlimited experience,5,2025-08-18,BOA,Google Play Store,POSITIVE,0.9997161030769348
"as bank, u should at least hire someone good at their job bc this a joke nowadays i can't even log in or even transfer without it crashing if u fix the app i will update this review i am counting on u boa update: so they atleast fixed it but as suggestion can u put password when in final step of sending money it will feel more secure that way",4,2025-08-17,BOA,Google Play Store,NEGATIVE,0.9991239905357361
very nice mobile banking app my favourite,5,2025-08-16,BOA,Google Play Store,POSITIVE,0.9997608065605164
"it almost never boots up!!! and even if it did, it crashes immediately",1,2025-08-15,BOA,Google Play Store,NEGATIVE,0.9977737069129944
best apps,5,2025-08-15,BOA,Google Play Store,POSITIVE,0.999784529209137
the worst app ever to exist in a bank history,1,2025-08-15,BOA,Google Play Store,NEGATIVE,0.9997841715812683
best mobile app in the country,5,2025-08-14,BOA,Google Play Store,POSITIVE,0.999710738658905
not fast,2,2025-08-12,BOA,Google Play Store,NEGATIVE,0.9949790835380554
keeps freezing at the front page.,1,2025-08-10,BOA,Google Play Store,NEGATIVE,0.9948282837867737
it is not working on redminote 11 pro+ pls fix it,1,2025-08-08,BOA,Google Play Store,NEGATIVE,0.9996861219406128
abseniya bank app,5,2025-08-08,BOA,Google Play Store,NEGATIVE,0.6962249279022217
yes goode app,5,2025-08-03,BOA,Google Play Store,POSITIVE,0.9997490048408508
1) crashes repeatedly 2) takes century to boot 3) repeatedly requires update which is very annoying. 4) it doesn't ask for password for one step confirmation when transferring money. 5) automatically stops music when the app is launched (it doesn't really matter just fyi) overall this have to be the worst mobile banking app i have tried so far and should not be released with all these bugs & issues.,1,2025-08-02,BOA,Google Play Store,NEGATIVE,0.999749481678009
ረጀብነሱ,1,2025-07-31,BOA,Google Play Store,NEGATIVE,0.6970565915107727
the worst mobile banking app.,1,2025-07-31,BOA,Google Play Store,NEGATIVE,0.9997994303703308
giod,5,2025-07-30,BOA,Google Play Store,POSITIVE,0.9893913269042969
best bank in ethiopia,5,2025-07-29,BOA,Google Play Store,POSITIVE,0.999733030796051
waqayyoo,5,2025-07-28,BOA,Google Play Store,NEUTRAL,0.5036855340003967
please is not working,2,2025-07-27,BOA,Google Play Store,NEGATIVE,0.9997643828392029
nothing when i need to install the apk it say that re-up date,5,2025-07-25,BOA,Google Play Store,NEGATIVE,0.9985933899879456
i can log in from any where,5,2025-07-23,BOA,Google Play Store,NEGATIVE,0.9497753977775574
😇,3,2025-07-20,BOA,Google Play Store,NEGATIVE,0.6970565915107727
no proplem,5,2025-07-20,BOA,Google Play Store,NEGATIVE,0.991222620010376
good work,5,2025-07-15,BOA,Google Play Store,POSITIVE,0.9998413324356079
☹️,5,2025-07-15,BOA,Google Play Store,NEGATIVE,0.6970565915107727
great boa,5,2025-07-14,BOA,Google Play Store,POSITIVE,0.9992689490318298
